"id","login_id","updated","active","sn","alias","title","summary","body","banner_src","banner_href","image_src","image_href","button_href","button","page_template"
"1","1","2014-07-17 10:25:12","1","1","about_us","About Indian Ocean","","<p>Our cooking style is unique and our chefs always make sure that your meal at Indian Ocean is nothing less than perfect&#44; being one of the most established Indian restaurant in Purley. Our customer loyalty yet again proves our constant attention to customer satisfaction. So if you are looking a good night out or a great meal at home like thousands of others make Indian ocean your first choice.If you want to create your own dish&#44; a little hotter&#44; a little creamier? No problem. We allow our customers the option to customize to their suitable needs. Just ask us and we will cook it to order at no extra cost.Our ethos&#44; at Indian Ocean&#44; is to provide sumptuous Indian cuisine enclosed in complete authentic Indian ambiance. Make your takeaway or experience with us a special occasion. </p> <br />","","/takeaway/menu","/img/articles/about_us.jpg","/takeaway/menu","/takeaway/menu","Order Online ",""
